a,b,target
0.1257302210933933,0.18851919251246557,0.05145749164327928
-0.1321048632913019,-0.6331940901922267,0.8403151866162147
0.6404226504432821,-0.37756350523280824,2.6233941204736473
0.10490011715303971,-1.0911461176191954,2.4733771237122157
-0.535669373161111,-1.277680166386608,1.1299998073779973
0.36159505490948474,0.6304114907682319,-0.181017913713974
1.3040000451301372,0.5811658124128057,2.758330436863654
0.9470809631292422,1.294558819441117,0.10341796353795246
-0.7037352358069926,-0.7546057912599311,-0.4372602182655056
-1.2654214710460525,1.689107452443673,-7.082730519681074
-0.6232744625373522,-0.2873877078086663,-1.188354485294206
0.0413259793472436,1.5744082788445868,-3.0200713465262745
-2.3250307746388343,-0.4327858471825968,-6.017855150668849
-0.21879166393254573,-0.735483292342275,0.851686276396354
-1.2459109472530652,0.24978537155866684,-4.175984677090629
-0.7322673547034516,1.0314530848694723,-4.274927529690128
-0.5442589828573099,0.16100957671534466,-2.102184896806815
-0.31630015636915454,-0.5855288241233366,0.32504261391952793
0.4116305363741328,-1.341219714076669,3.723835073614766
1.0425133694426776,-1.401520214917428,5.906586871037085
-0.12853466294403426,0.5026828498748657,-1.4114219374218002
1.3664634705496859,0.989713033285805,2.0156783309789974
-0.6651946734866135,-0.1642945926252907,-1.6056825215756012
0.3515100700930197,-1.0743648582284346,3.1832269565949716
0.9034701816518086,0.8730421526217066,0.9206394071522843
0.09401229776087457,-1.2803939447145731,2.894808955809534
-0.7434992493538084,-0.7130680950592722,-0.852019461998722
-0.9217253762584194,0.6210178535400985,-3.868313838371625
-0.45772582566733916,-2.2501411735745918,3.1622503777658975
0.2201951234700494,0.38636959756630584,-0.15958712340590742
-1.009618183538736,-0.5816408364095031,-2.0599993753957557
-0.20917557487171307,0.10927969747781388,-0.9768614392608818
-0.15922500991447772,-0.07570152622082311,-0.21758889882495058
0.5408455846858077,0.20211439504395987,1.213247557658369
0.2146591225063409,0.6941719367070082,-0.7726790124629471
0.3553727090399214,-0.7583697508984092,2.7471827903408523
-0.6538286094183394,1.4209820223119163,-4.93171479728624
-0.12961363369276946,0.726093788947765,-1.8995942589579744
0.7839754700613295,0.843732662303268,0.6172023179016042
1.4934311452207607,1.1648639811110282,2.2091992015933557
-1.2590655321041202,0.7875882217058694,-5.418726559554504
1.5139237747390626,0.844078680578592,2.7922721781986013
1.3458754237823045,0.07559361074288512,3.7259241101726315
0.7813114007004275,-1.4267738509897323,5.270416844482533
0.2644556303293035,-0.13504510003701392,1.1440710269134406
-0.3139228145364278,-0.7695146401767057,0.5496231620040118
1.4580206835369587,-1.4227417685154136,7.235879582195833
1.9602583164499647,0.25845279091298756,5.234604755247985
1.801634869866125,-0.5685494541476426,6.49482220241957
1.31510376473437,-1.0298044380114637,6.14271526549829
0.357380410658956,-1.0430010800715654,3.1717164655267123
-1.2083186322821715,0.26841707970891465,-3.9307537075847545
-0.004454133120083229,0.35867194917034445,-0.8094255719166543
0.6564749350763358,1.3224574697668332,-0.6174616926322282
-1.2883614637495544,-0.013914668524093734,-3.8568056369837858
0.39512206018200824,1.0418397592128221,-0.8417315531968103
0.42986369482223,1.4022648267725224,-1.5156597050442304
0.6960427239628685,1.1501656361496921,-0.26832291145169485
-1.184117966757189,-2.3653039062769743,1.091492235850211
-0.6617025720390349,1.228683719203421,-4.135871480619057
-0.43643524714322124,0.33962000824864264,-1.9962802638993706
-1.169801907772864,0.42377135285334727,-4.558614498048611
1.739367877130134,0.37122741773625884,4.410788735127552
-0.4959107284421519,0.3827571602707609,-2.185442533155578
0.3289696294602021,0.3194142202523809,0.29807960455736965
-0.258572545473924,-0.35891330853862047,0.07815360090399476
1.5834728788021222,-1.9016352983759945,8.653929060442751
1.3203609870818391,-0.10891472790742324,4.16367855347794
0.6333526228249152,-0.8037318485206766,3.4602999712384945
-2.2035098806466507,1.0801634125378852,-8.871336567718492
0.05202897425988651,-0.2887665059953775,0.663623280539082
0.6836861907765345,0.08347535610700986,1.7367935526490212
1.0039615758421696,-0.8496059556101431,4.831536267900103
-0.6179070447076008,-0.5106224678981267,-0.6734061196139427
1.8220113633283233,-0.011533061686586776,5.36348640638537
-1.3204309700132935,-1.4853751842635452,-1.1087108390814362
-0.6615280218152191,0.3006851142946058,-2.7628054797435606
0.9350499881140221,-0.10607225344775092,2.9209090481643507
0.049054613825311656,-1.1857198050052338,2.2079697713580737
2.002392583645255,-2.3982328653977714,10.689415586068117
